cov	cov	cov	env	indid	cov
0	0	0	0	06D06443	0
0	0	0	0	06D06444	0
0	0	0	0	06D06445	0
0	0	0	0	06D06446	0
0	0	0	0	06D06447	0
0	0	0	1	06D06448	0
0	0	0	0	06D06449	0
0	0	0	1	06D06450	0
0	0	0	0	06D06451	0
0	0	0	0	06D06452	0
0	0	0	0	06D06453	0
0	0	0	0	06D06454	0
0	0	0	0	06D06455	0
0	0	0	0	06D06456	0
0	0	0	0	06D06457	0
0	0	0	0	06D06458	0
0	0	0	0	06D06459	0
0	0	0	0	06D06460	0
0	0	0	0	06D06461	0
0	0	0	0	06D06462	0
0	0	0	0	06D06463	0
0	0	0	0	06D06464	0
0	0	0	0	06D06465	0
0	0	0	0	06D06466	0
0	0	0	0	06D06467	0
0	0	0	0	06D06468	0
0	0	0	0	06D06469	0
0	0	0	0	06D06470	0
0	0	0	0	06D06471	0
0	0	0	0	06D06472	0
0	0	0	0	06D06473	0
0	0	0	0	06D06475	0
0	0	0	0	06D06476	0
0	0	0	0	06D06477	0
0	0	0	0	06D06478	0
0	0	0	0	06D06479	0
0	0	0	0	06D06480	0
0	0	0	0	06D06481	0
0	0	0	0	06D06482	0
0	0	0	0	06D06483	0
0	0	0	0	06D06484	0
0	0	0	0	06D06485	0
0	0	0	0	06D06486	0
0	0	0	0	06D06487	0
0	0	0	1	06D06488	0
0	0	0	0	06D06489	0
0	0	0	0	06D06490	0
0	0	0	1	06D06491	0
0	0	0	0	06D06492	0
0	0	0	0	06D06493	0
0	0	0	0	06D06494	0
0	0	0	0	06D06495	0
0	0	0	NA	06D06496	0
0	0	0	0	06D06497	0
0	0	0	0	06D06498	0
0	0	0	0	06D06499	0
0	0	0	0	06D06500	0
0	0	0	0	06D06501	0
0	0	0	0	06D06502	0
0	0	0	0	06D06503	0
0	0	0	0	06D06505	0
0	0	0	0	06D06506	0
0	0	0	0	06D06507	0
0	0	0	NA	06D06508	0
0	0	0	0	06D06509	0
0	0	0	0	06D06510	0
0	0	0	0	06D06511	0
0	0	0	0	06D06512	0
0	0	0	0	06D06513	0
0	0	0	NA	06D06514	0
0	0	0	0	06D06515	0
0	0	0	NA	06D06516	0
0	0	0	0	06D06517	0
0	0	0	0	06D06518	0
0	0	0	0	06D06519	0
0	0	0	0	06D06520	0
0	0	0	0	06D06522	0
0	0	0	0	06D06523	0
0	0	0	0	06D06524	0
0	0	0	0	06D06525	0
0	0	0	0	06D06526	0
0	0	0	1	06D06527	0
0	0	0	0	06D06528	0
0	0	0	0	06D06529	0
0	0	0	NA	06D06530	0
0	0	0	0	06D06531	0
0	0	0	0	06D06533	0
0	0	0	0	06D06534	0
0	0	0	0	06D06535	0
0	0	0	0	06D06536	0
0	0	0	0	06D06537	0
0	0	0	0	06D06538	0
0	0	0	1	06D06539	0
0	0	0	0	06D06540	0
0	0	0	0	06D06541	0
0	0	0	0	06D06542	0
0	0	0	0	06D06543	0
0	0	0	0	06D06544	0
0	0	0	1	06D06545	0
0	0	0	0	06D06546	0
0	0	0	0	06D06547	0
0	0	0	0	06D06548	0
0	0	0	0	06D06549	0
0	0	0	0	06D06550	0
0	0	0	0	06D06551	0
0	0	0	0	06D06552	0
0	0	0	1	06D06553	0
0	0	0	1	06D06554	0
0	0	0	0	06D06555	0
0	0	0	0	06D06556	0
0	0	0	0	06D06557	0
0	0	0	1	06D06558	0
0	0	0	0	06D06559	0
0	0	0	NA	06D06560	0
0	0	0	0	06D06561	0
0	0	0	0	06D06562	0
0	0	0	0	06D06563	0
0	0	0	0	06D06564	0
0	0	0	0	06D06565	0
0	0	0	NA	06D06566	0
0	0	0	0	06D06567	0
0	0	0	0	06D06568	0
0	0	0	0	06D06569	0
0	0	0	0	06D06570	0
0	0	0	0	06D06571	0
0	0	0	0	06D06572	0
0	0	0	0	06D06573	0
0	0	0	0	06D06574	0
0	0	0	0	06D06575	0
0	0	0	0	06D06576	0
0	0	0	0	06D06577	0
0	0	0	1	06D06578	0
0	0	0	0	06D06579	0
0	0	0	0	06D06580	0
0	0	0	0	06D06581	0
0	0	0	0	06D06582	0
0	0	0	0	06D06583	0
0	0	0	1	06D06584	0
0	0	0	0	06D06585	0
0	0	0	0	06D06586	0
0	0	0	NA	06D06587	0
0	0	0	1	06D06588	0
0	0	0	0	06D06589	0
0	0	0	0	06D06590	0
0	0	0	0	06D06591	0
0	0	0	0	06D06592	0
0	0	0	1	06D06593	0
0	0	0	0	06D06594	0
0	0	0	0	06D06595	0
0	0	0	0	06D06596	0
0	0	0	1	06D06597	0
0	0	0	0	06D06598	0
0	0	0	0	06D06599	0
0	0	0	0	06D06600	0
0	0	0	0	06D06601	0
0	0	0	0	06D06602	0
0	0	0	0	06D06604	0
0	0	0	0	06D06605	0
0	0	0	0	06D06606	0
0	0	0	0	06D06607	0
0	0	0	0	06D06608	0
0	0	0	0	06D06609	0
0	0	0	0	06D06610	0
0	0	0	0	06D06611	0
0	0	0	1	06D06612	0
0	0	0	1	06D06613	0
0	0	0	0	06D06614	0
0	0	0	0	06D06615	0
0	0	0	0	06D06616	0
0	0	0	0	06D06617	0
0	0	0	1	06D06618	0
0	0	0	0	06D06619	0
0	0	0	0	06D06620	0
0	0	0	0	06D06621	0
0	0	0	0	06D06622	0
0	0	0	0	06D06623	0
0	0	0	0	06D06624	0
0	0	0	0	06D06625	0
0	0	0	1	06D06626	0
0	0	0	0	06D06627	0
0	0	0	0	06D06628	0
0	0	0	0	06D06629	0
0	0	0	0	06D06630	0
0	0	0	0	06D06631	0
0	0	0	0	06D06632	0
0	0	0	0	06D06633	0
0	0	0	0	06D06634	0
0	0	0	0	06D06635	0
0	0	0	0	06D06636	0
0	0	0	0	06D06637	0
0	0	0	0	06D06638	0
0	0	0	1	06D06639	0
0	0	0	0	06D06640	0
0	0	0	NA	06D06641	0
0	0	0	0	06D06642	0
0	0	0	0	06D06643	0
0	0	0	0	06D06644	0
0	0	0	0	06D06645	0
0	0	0	1	06D06646	0
0	0	0	0	06D06647	0
0	0	0	0	06D06648	0
0	0	0	0	06D06649	0
0	0	0	0	06D06650	0
0	0	0	0	06D06651	0
0	0	0	0	06D06652	0
0	0	0	0	06D06653	0
0	0	0	0	06D06654	0
0	0	0	0	06D06655	0
0	0	0	0	06D06656	0
0	0	0	0	06D06657	0
0	0	0	0	06D06658	0
0	0	0	0	06D06659	0
0	0	0	0	06D06660	0
0	0	0	0	06D06661	0
0	0	0	0	06D06662	0
0	0	0	0	06D06663	0
0	0	0	0	06D06664	0
0	0	0	1	06D06665	0
0	0	0	1	06D06666	0
0	0	0	0	06D06668	0
0	0	0	0	06D06669	0
0	0	0	0	06D06670	0
0	0	0	0	06D06671	0
0	0	0	0	06D06672	0
0	0	0	0	06D06673	0
0	0	0	0	06D06674	0
0	0	0	0	06D06675	0
0	0	0	1	06D06676	0
0	0	0	0	06D06677	0
0	0	0	0	06D06678	0
0	0	0	0	06D06680	0
0	0	0	0	06D06681	0
0	0	0	0	06D06682	0
0	0	0	0	06D06683	0
0	0	0	0	06D06684	0
0	0	0	0	06D06686	0
0	0	0	1	06D06687	0
0	0	0	0	06D06688	0
0	0	0	0	06D06689	0
0	0	0	0	06D06690	0
0	0	0	0	06D06691	0
0	0	0	0	06D06692	0
0	0	0	1	06D06693	0
0	0	0	0	06D06694	0
0	0	0	0	06D06696	0
0	0	0	0	06D06697	0
0	0	0	0	06D06699	0
0	0	0	1	06D06700	0
0	0	0	0	06D06701	0
0	0	0	0	06D06702	0
0	0	0	NA	06D06703	0
0	0	0	0	06D06704	0
0	0	0	0	06D06705	0
0	0	0	0	06D06706	0
0	0	0	0	06D06707	0
0	0	0	0	06D06708	0
0	0	0	0	06D06709	0
0	0	0	0	06D06710	0
0	0	0	0	06D06711	0
0	0	0	0	06D06712	0
0	0	0	0	06D06713	0
0	0	0	0	06D06714	0
0	0	0	0	06D06715	0
0	0	0	0	06D06716	0
0	0	0	0	06D06717	0
0	0	0	0	06D06718	0
0	0	0	0	06D06719	0
0	0	0	0	06D06720	0
0	0	0	0	06D06721	0
0	0	0	0	06D06722	0
0	0	0	0	06D06723	0
0	0	0	0	06D06724	0
0	0	0	0	06D06725	0
0	0	0	0	06D06726	0
0	0	0	0	06D06727	0
0	0	0	0	06D06728	0
0	0	0	0	06D06729	0
0	0	0	0	06D06730	0
0	0	0	0	06D06731	0
0	0	0	0	06D06732	0
0	0	0	0	06D06733	0
0	0	0	0	06D06734	0
0	0	0	0	06D06735	0
0	0	0	0	06D06736	0
0	0	0	1	06D06737	0
0	0	0	0	06D06738	0
0	0	0	0	06D06739	0
0	0	0	0	06D06741	0
0	0	0	0	06D06742	0
0	0	0	0	06D06743	0
0	0	0	0	06D06744	0
0	0	0	1	06D06745	0
0	0	0	0	06D06746	0
0	0	0	0	06D06747	0
0	0	0	0	06D06748	0
0	0	0	0	06D06749	0
0	0	0	0	06D06750	0
0	0	0	0	06D06751	0
0	0	0	0	06D06752	0
0	0	0	0	06D06753	0
0	0	0	0	06D06754	0
0	0	0	0	06D06755	0
0	0	0	0	06D06756	0
0	0	0	0	06D06757	0
0	0	0	0	06D06758	0
0	0	0	0	06D06759	0
0	0	0	0	06D06760	0
0	0	0	0	06D06761	0
0	0	0	0	06D06762	0
0	0	0	0	06D06763	0
0	0	0	0	06D06764	0
0	0	0	0	06D06765	0
0	0	0	0	06D06766	0
0	0	0	0	06D06767	0
0	0	0	0	06D06768	0
0	0	0	0	06D06769	0
0	0	0	0	06D06770	0
0	0	0	0	06D06771	0
0	0	0	0	06D06772	0
0	0	0	0	06D06773	0
0	0	0	0	06D06774	0
0	0	0	1	06D06775	0
0	0	0	0	06D06776	0
0	0	0	0	06D06777	0
0	0	0	0	06D06778	0
0	0	0	0	06D06779	0
0	0	0	0	06D06780	0
0	0	0	0	06D06781	0
0	0	0	0	06D06782	0
0	0	0	0	06D06783	0
0	0	0	0	06D06784	0
0	0	0	0	06D06785	0
0	0	0	0	06D06786	0
0	0	0	1	06D06787	0
0	0	0	0	06D06788	0
0	0	0	0	06D06789	0
0	0	0	0	06D06790	0
0	0	0	0	06D06791	0
0	0	0	0	06D06792	0
0	0	0	0	06D06793	0
0	0	0	0	06D06794	0
0	0	0	0	06D06795	0
0	0	0	0	06D06796	0
0	0	0	0	06D06797	0
0	0	0	0	06D06799	0
0	0	0	1	06D06800	0
0	0	0	0	06D06801	0
0	0	0	0	06D06803	0
0	0	0	0	06D06804	0
0	0	0	0	06D06805	0
0	0	0	0	06D06806	0
0	0	0	0	06D06807	0
0	0	0	0	06D06808	0
0	0	0	0	06D06809	0
0	0	0	1	06D06810	0
0	0	0	1	06D06811	0
0	0	0	0	06D06812	0
0	0	0	0	06D06813	0
0	0	0	NA	06D06814	0
0	0	0	0	06D06815	0
0	0	0	0	06D06816	0
0	0	0	0	06D06817	0
0	0	0	0	06D06818	0
0	0	0	0	06D06819	0
0	0	0	0	06D06820	0
0	0	0	0	06D06821	0
0	0	0	0	06D06822	0
0	0	0	0	06D06824	0
0	0	0	0	06D06825	0
0	0	0	0	06D06826	0
0	0	0	0	06D06827	0
0	0	0	0	06D06828	0
0	0	0	0	06D06829	0
0	0	0	0	06D06830	0
0	0	0	0	06D06831	0
0	0	0	0	06D06832	0
0	0	0	0	06D06833	0
0	0	0	0	06D06834	0
0	0	0	0	06D06835	0
0	0	0	0	06D06836	0
0	0	0	0	06D06837	0
0	0	0	0	06D06838	0
0	0	0	0	06D06839	0
0	0	0	0	06D06840	0
0	0	0	0	06D06841	0
0	0	0	1	06D06842	0
0	0	0	0	06D06844	0
0	0	0	0	06D06845	0
0	0	0	0	06D06846	0
0	0	0	0	06D06847	0
0	0	0	0	06D06848	0
0	0	0	0	06D06849	0
0	0	0	1	06D06850	0
0	0	0	0	06D06851	0
0	0	0	0	06D06852	0
0	0	0	0	06D06853	0
0	0	0	0	06D06854	0
0	0	0	0	06D06855	0
0	0	0	0	06D06856	0
0	0	0	0	06D06857	0
0	0	0	1	06D06858	0
0	0	0	0	06D06859	0
0	0	0	0	06D06860	0
0	0	0	0	06D06861	0
0	0	0	0	06D06862	0
0	0	0	0	06D06863	0
0	0	0	0	06D06864	0
0	0	0	0	06D06865	0
0	0	0	0	06D06866	0
0	0	0	1	06D06867	0
0	0	0	1	06D06868	0
0	0	0	1	06D06869	0
0	0	0	0	06D06870	0
0	0	0	0	06D06871	0
0	0	0	0	06D06872	0
0	0	0	0	06D06873	0
0	0	0	0	06D06874	0
0	0	0	0	06D06875	0
0	0	0	0	06D06876	0
0	0	0	0	06D06877	0
0	0	0	0	06D06878	0
0	0	0	0	06D06879	0
0	0	0	0	06D06880	0
0	0	0	0	06D06881	0
0	0	0	0	06D06882	0
0	0	0	0	06D06883	0
0	0	0	0	06D06884	0
0	0	0	0	06D06885	0
0	0	0	0	06D06886	0
0	0	0	0	06D06887	0
0	0	0	0	06D06888	0
0	0	0	0	06D06889	0
0	0	0	1	06D06890	0
0	0	0	0	06D06893	0
0	0	0	0	06D06894	0
0	0	0	0	06D06895	0
0	0	0	0	06D06896	0
0	0	0	0	06D06897	0
0	0	0	0	06D06898	0
0	0	0	0	06D06899	0
0	0	0	0	06D06900	0
0	0	0	0	06D06901	0
0	0	0	0	06D06902	0
0	0	0	0	06D06903	0
0	0	0	0	06D06904	0
0	0	0	0	06D06905	0
0	0	0	0	06D06906	0
0	0	0	0	06D06907	0
0	0	0	0	06D06908	0
0	0	0	1	06D06909	0
0	0	0	0	06D06910	0
0	0	0	0	06D06911	0
0	0	0	0	06D06912	0
0	0	0	0	06D06913	0
0	0	0	1	06D06914	0
0	0	0	0	06D06915	0
0	0	0	0	06D06916	0
0	0	0	0	06D06917	0
0	0	0	0	06D06918	0
0	0	0	0	06D06919	0
0	0	0	0	06D06920	0
0	0	0	0	06D06921	0
0	0	0	NA	06D06922	0
0	0	0	0	06D06923	0
0	0	0	0	06D06924	0
0	0	0	0	06D06925	0
0	0	0	0	06D06926	0
0	0	0	1	06D06927	0
0	0	0	0	06D06928	0
0	0	0	0	06D06930	0
0	0	0	0	06D06931	0
0	0	0	1	06D06932	0
0	0	0	0	06D06933	0
0	0	0	0	06D06934	0
0	0	0	0	06D06935	0
0	0	0	0	06D06936	0
0	0	0	0	06D06937	0
0	0	0	0	06D06938	0
0	0	0	0	06D06939	0
0	0	0	0	06D06940	0
0	0	0	0	06D06941	0
0	0	0	0	06D06942	0
0	0	0	0	06D06943	0
0	0	0	0	06D06944	0
0	0	0	NA	06D06945	0
0	0	0	0	06D06946	0
0	0	0	0	06D06947	0
0	0	0	0	06D06948	0
0	0	0	0	06D06949	0
0	0	0	1	06D06950	0
0	0	0	0	06D06951	0
0	0	0	0	06D06952	0
0	0	0	0	06D06953	0
0	0	0	0	06D06954	0
0	0	0	0	06D06955	0
0	0	0	0	06D06956	0
0	0	0	0	06D06957	0
0	0	0	0	06D06958	0
0	0	0	0	06D06959	0
0	0	0	0	06D06960	0
0	0	0	0	06D06961	0
0	0	0	0	06D06962	0
0	0	0	0	06D06963	0
0	0	0	0	06D06964	0
0	0	0	0	06D06965	0
0	0	0	0	06D06966	0
0	0	0	0	06D06967	0
0	0	0	0	06D06968	0
0	0	0	0	06D06969	0
0	0	0	0	06D06970	0
0	0	0	0	06D06971	0
0	0	0	0	06D06972	0
0	0	0	0	06D06973	0
0	0	0	0	06D06974	0
0	0	0	0	06D06975	0
0	0	0	0	06D06976	0
0	0	0	0	06D06977	0
0	0	0	0	06D06978	0
0	0	0	0	06D06979	0
0	0	0	0	06D06980	0
0	0	0	0	06D06981	0
0	0	0	0	06D06982	0
0	0	0	0	06D06983	0
0	0	0	0	06D06984	0
0	0	0	0	06D06985	0
0	0	0	0	06D06987	0
0	0	0	0	06D06988	0
0	0	0	0	06D06989	0
0	0	0	0	06D06990	0
0	0	0	0	06D06991	0
0	0	0	0	06D06992	0
0	0	0	0	06D06993	0
0	0	0	0	06D06994	0
0	0	0	0	06D06995	0
0	0	0	0	06D06997	0
0	0	0	0	06D06998	0
0	0	0	0	06D06999	0
0	0	0	0	06D07000	0
0	0	0	0	06D07001	0
0	0	0	0	06D07002	0
0	0	0	0	06D07003	0
0	0	0	0	06D07004	0
0	0	0	0	06D07005	0
0	0	0	0	06D07006	0
0	0	0	0	06D07007	0
0	0	0	0	06D07008	0
0	0	0	0	06D07009	0
0	0	0	0	06D07010	0
0	0	0	0	06D07011	0
0	0	0	0	06D07012	0
0	0	0	0	06D07013	0
0	0	0	1	06D07014	0
0	0	0	0	06D07015	0
0	0	0	0	06D07016	0
0	0	0	0	06D07017	0
0	0	0	0	06D07018	0
0	0	0	0	06D07019	0
0	0	0	0	06D07020	0
0	0	0	0	06D07021	0
0	0	0	0	06D07022	0
0	0	0	0	06D07023	0
0	0	0	0	06D07024	0
0	0	0	0	06D07025	0
0	0	0	0	06D07026	0
0	0	0	1	06D07027	0
0	0	0	0	06D07028	0
0	0	0	0	06D07029	0
0	0	0	0	06D07030	0
0	0	0	0	06D07031	0
0	0	0	0	06D07032	0
0	0	0	0	06D07033	0
0	0	0	1	06D07034	0
0	0	0	0	06D07035	0
0	0	0	0	06D07036	0
0	0	0	1	06D07037	0
0	0	0	0	06D07038	0
0	0	0	0	06D07040	0
0	0	0	0	06D07041	0
0	0	0	0	06D07042	0
0	0	0	0	06D07043	0
0	0	0	0	06D07044	0
0	0	0	0	06D07045	0
0	0	0	0	06D07047	0
0	0	0	0	06D07048	0
0	0	0	0	06D07049	0
0	0	0	0	06D07050	0
0	0	0	0	06D07051	0
0	0	0	0	06D07052	0
0	0	0	0	06D07053	0
0	0	0	0	06D07054	0
0	0	0	0	06D07055	0
0	0	0	0	06D07056	0
0	0	0	0	06D07057	0
0	0	0	0	06D07058	0
0	0	0	0	06D07061	0
0	0	0	0	06D07062	0
0	0	0	0	06D07063	0
0	0	0	0	06D07064	0
0	0	0	0	06D07065	0
0	0	0	0	06D07068	0
0	0	0	0	06D07069	0
0	0	0	0	06D07070	0
0	0	0	0	06D07071	0
0	0	0	0	06D07072	0
0	0	0	0	06D07073	0
0	0	0	0	06D07074	0
0	0	0	0	06D07075	0
0	0	0	0	06D07076	0
0	0	0	0	06D07077	0
0	0	0	0	06D07078	0
0	0	0	0	06D07079	0
0	0	0	0	06D07080	0
0	0	0	0	06D07081	0
0	0	0	0	06D07082	0
0	0	0	0	06D07083	0
0	0	0	0	06D07084	0
0	0	0	0	06D07085	0
0	0	0	1	06D07086	0
0	0	0	0	06D07087	0
0	0	0	0	06D07088	0
0	0	0	0	06D07089	0
0	0	0	0	06D07092	0
0	0	0	0	06D07095	0
0	0	0	0	06D07096	0
0	0	0	0	06D07097	0
0	0	0	0	06D07098	0
0	0	0	0	06D07099	0
0	0	0	0	06D07100	0
0	0	0	0	06D07101	0
0	0	0	0	06D07102	0
0	0	0	0	06D07103	0
0	0	0	0	06D07105	0
0	0	0	0	06D07111	0
0	0	0	0	06D07112	0
0	0	0	0	06D07113	0
0	0	0	0	06D07114	0
0	0	0	0	06D07115	0
0	0	0	0	06D07116	0
0	0	0	1	06D07117	0
0	0	0	0	06D07118	0
0	0	0	0	06D07119	0
0	0	0	0	06D07120	0
0	0	0	0	06D07121	0
0	0	0	0	06D07122	0
0	0	0	1	06D07123	0
0	0	0	0	06D07124	0
0	0	0	0	06D07125	0
0	0	0	1	06D07128	0
0	0	0	0	06D07129	0
0	0	0	1	06D07130	0
0	0	0	0	06D07131	0
0	0	0	0	06D07132	0
0	0	0	0	06D07133	0
0	0	0	0	06D07135	0
0	0	0	0	06D07136	0
0	0	0	0	06D07137	0
0	0	0	0	06D07138	0
0	0	0	0	06D07139	0
0	0	0	0	06D07140	0
0	0	0	0	06D07141	0
0	0	0	0	06D07142	0
0	0	0	0	06D07143	0
0	0	0	0	06D07144	0
0	0	0	0	06D07145	0
0	0	0	0	06D07146	0
0	0	0	0	06D07148	0
0	0	0	0	06D07149	0
0	0	0	1	06D07150	0
0	0	0	0	06D07151	0
0	0	0	1	06D07152	0
0	0	0	0	06D07153	0
0	0	0	1	06D07154	0
0	0	0	0	06D07155	0
0	0	0	0	06D07156	0
0	0	0	0	06D07157	0
0	0	0	0	06D07158	0
0	0	0	0	06D07159	0
0	0	0	0	06D07160	0
0	0	0	0	06D07161	0
0	0	0	0	06D07162	0
0	0	0	0	06D07163	0
0	0	0	0	06D07164	0
0	0	0	0	06D07165	0
0	0	0	0	06D07166	0
0	0	0	0	06D07167	0
0	0	0	0	06D07168	0
0	0	0	0	06D07169	0
0	0	0	0	06D07170	0
0	0	0	0	06D07171	0
0	0	0	0	06D07174	0
0	0	0	0	06D07175	0
0	0	0	1	06D07176	0
0	0	0	0	06D07177	0
0	0	0	NA	06D07178	0
0	0	0	0	06D07179	0
0	0	0	0	06D07180	0
0	0	0	0	06D07181	0
0	0	0	0	06D07182	0
0	0	0	0	06D07183	0
0	0	0	0	06D07186	0
0	0	0	0	06D07187	0
0	0	0	0	06D07188	0
0	0	0	0	06D07189	0
0	0	0	0	06D07190	0
0	0	0	0	06D07193	0
0	0	0	0	06D07194	0
0	0	0	0	06D07195	0
0	0	0	0	06D07196	0
0	0	0	0	06D07199	0
0	0	0	0	06D07200	0
0	0	0	0	06D07202	0
0	0	0	0	06D07203	0
0	0	0	1	06D07205	0
0	0	0	0	06D07206	0
0	0	0	0	06D07207	0
0	0	0	0	06D07208	0
0	0	0	0	06D07209	0
0	0	0	0	06D07210	0
0	0	0	0	06D07211	0
0	0	0	0	06D07212	0
0	0	0	0	06D07213	0
0	0	0	0	06D07214	0
0	0	0	1	06D07215	0
0	0	0	0	06D07216	0
0	0	0	0	06D07217	0
0	0	0	0	06D07218	0
0	0	0	0	06D07219	0
0	0	0	0	06D07220	0
0	0	0	0	06D07221	0
0	0	0	0	06D07222	0
0	0	0	0	06D07223	0
0	0	0	0	06D07224	0
0	0	0	0	06D07225	0
0	0	0	0	06D07228	0
0	0	0	1	06D07229	0
0	0	0	0	06D07230	0
0	0	0	0	06D07231	0
0	0	0	1	06D07232	0
0	0	0	0	06D07233	0
0	0	0	0	06D07234	0
0	0	0	0	06D07235	0
0	0	0	0	06D07236	0
0	0	0	0	06D07237	0
0	0	0	1	06D07238	0
0	0	0	0	06D07239	0
0	0	0	0	06D07240	0
0	0	0	0	06D07241	0
0	0	0	0	06D07242	0
0	0	0	0	06D07243	0
0	0	0	0	06D07244	0
0	0	0	0	06D07245	0
0	0	0	0	06D07246	0
0	0	0	0	06D07247	0
0	0	0	0	06D07248	0
0	0	0	0	06D07249	0
0	0	0	0	06D07250	0
0	0	0	0	06D07251	0
0	0	0	0	06D07252	0
0	0	0	0	06D07253	0
0	0	0	0	06D07254	0
0	0	0	0	06D07255	0
0	0	0	0	06D07256	0
0	0	0	0	06D07259	0
0	0	0	0	06D07260	0
0	0	0	0	06D07261	0
0	0	0	0	06D07263	0
0	0	0	0	06D07264	0
0	0	0	1	06D07265	0
0	0	0	0	06D07266	0
0	0	0	0	06D07267	0
0	0	0	0	06D07268	0
0	0	0	0	06D07269	0
0	0	0	0	06D07270	0
0	0	0	1	06D07271	0
0	0	0	0	06D07272	0
0	0	0	0	06D07273	0
0	0	0	0	06D07274	0
0	0	0	0	06D07275	0
0	0	0	0	06D07276	0
0	0	0	0	06D07277	0
0	0	0	0	06D07278	0
0	0	0	2	06D07279	0
0	0	0	0	06D07280	0
0	0	0	0	06D07282	0
0	0	0	0	06D07283	0
0	0	0	0	06D07286	0
0	0	0	0	06D07287	0
0	0	0	0	06D07290	0
0	0	0	0	06D07291	0
0	0	0	1	06D07292	0
0	0	0	0	06D07293	0
0	0	0	0	06D07294	0
0	0	0	0	06D07295	0
0	0	0	0	06D07296	0
0	0	0	0	06D07297	0
0	0	0	0	06D07298	0
0	0	0	0	06D07299	0
0	0	0	0	06D07301	0
0	0	0	0	06D07302	0
0	0	0	0	06D07303	0
0	0	0	0	06D07304	0
0	0	0	0	06D07305	0
0	0	0	0	06D07306	0
0	0	0	0	06D07308	0
0	0	0	0	06D07309	0
0	0	0	0	06D07310	0
0	0	0	0	06D07311	0
0	0	0	0	06D07312	0
0	0	0	1	06D07313	0
0	0	0	0	06D07314	0
0	0	0	0	06D07315	0
0	0	0	0	06D07316	0
0	0	0	0	06D07317	0
0	0	0	0	06D07318	0
0	0	0	0	06D07319	0
0	0	0	0	06D07320	0
0	0	0	0	06D07321	0
0	0	0	0	06D07322	0
0	0	0	0	06D07323	0
0	0	0	0	06D07324	0
0	0	0	1	06D07325	0
0	0	0	0	06D07326	0
0	0	0	0	06D07327	0
0	0	0	0	06D07328	0
0	0	0	0	06D07329	0
0	0	0	0	06D07330	0
0	0	0	0	06D07331	0
0	0	0	0	06D07332	0
0	0	0	1	06D07333	0
0	0	0	1	06D07334	0
0	0	0	0	06D07335	0
0	0	0	0	06D07336	0
0	0	0	0	06D07337	0
0	0	0	0	06D07338	0
0	0	0	0	06D07339	0
0	0	0	0	06D07340	0
0	0	0	0	06D07341	0
0	0	0	0	06D07342	0
0	0	0	0	06D07343	0
0	0	0	0	06D07345	0
0	0	0	1	06D07346	0
0	0	0	0	06D07347	0
0	0	0	0	06D07348	0
0	0	0	0	06D07349	0
0	0	0	0	06D07350	0
0	0	0	0	06D07351	0
0	0	0	0	06D07352	0
0	0	0	0	06D07355	0
0	0	0	0	06D07356	0
0	0	0	0	06D07357	0
0	0	0	0	06D07359	0
0	0	0	NA	06D07360	0
0	0	0	0	06D07361	0
0	0	0	0	06D07362	0
0	0	0	0	06D07363	0
0	0	0	0	06D07364	0
0	0	0	0	06D07365	0
0	0	0	0	06D07366	0
0	0	0	0	06D07369	0
0	0	0	0	06D07370	0
0	0	0	0	06D07371	0
0	0	0	0	06D07372	0
0	0	0	0	06D07373	0
0	0	0	0	06D07374	0
0	0	0	0	06D07375	0
0	0	0	0	06D07376	0
0	0	0	0	06D07377	0
0	0	0	0	06D07378	0
0	0	0	0	06D07379	0
0	0	0	0	06D07380	0
0	0	0	0	06D07381	0
0	0	0	0	06D07382	0
0	0	0	0	06D07383	0
0	0	0	0	06D07384	0
0	0	0	0	06D07385	0
0	0	0	1	06D07386	0
0	0	0	0	06D07387	0
0	0	0	0	06D07388	0
0	0	0	0	06D07389	0
0	0	0	0	06D07390	0
0	0	0	0	06D07391	0
0	0	0	0	06D07392	0
0	0	0	0	06D07393	0
0	0	0	0	06D07394	0
0	0	0	0	06D07395	0
0	0	0	0	06D07396	0
0	0	0	0	06D07397	0
0	0	0	0	06D07398	0
0	0	0	0	06D07399	0
0	0	0	1	06D07400	0
0	0	0	0	06D07401	0
0	0	0	0	06D07402	0
0	0	0	0	06D07403	0
0	0	0	0	06D07405	0
0	0	0	0	06D07407	0
0	0	0	0	06D07408	0
0	0	0	0	06D07409	0
0	0	0	0	06D07410	0
0	0	0	0	06D07411	0
0	0	0	0	06D07412	0
0	0	0	0	06D07413	0
0	0	0	0	06D07414	0
0	0	0	0	06D07415	0
0	0	0	0	06D07416	0
0	0	0	0	06D07417	0
0	0	0	1	06D07418	0
0	0	0	0	06D07419	0
0	0	0	0	06D07420	0
0	0	0	0	06D07421	0
0	0	0	1	06D07423	0
0	0	0	0	06D07424	0
0	0	0	0	06D07425	0
0	0	0	0	06D07426	0
0	0	0	0	06D07427	0
0	0	0	0	06D07428	0
0	0	0	0	06D07429	0
0	0	0	0	06D07430	0
0	0	0	0	06D07431	0
0	0	0	0	06D07432	0
0	0	0	0	06D07433	0
0	0	0	0	06D07434	0
0	0	0	0	06D07435	0
0	0	0	0	06D07436	0
0	0	0	0	06D07437	0
0	0	0	2	06D07438	0
0	0	0	1	06D07439	0
0	0	0	0	06D07440	0
0	0	0	0	06D07441	0
0	0	0	0	06D07442	0
0	0	0	0	06D07443	0
0	0	0	0	06D07444	0
